INSTNM,OPEID,REGION,SAT_AVG_ALL,PCTPELL,PCTFLOAN,ADM_RATE_ALL,UG,AVGFACSAL,COMPL_RPY_5YR_RT,DEBT_MDN,MEDIAN_HH_INC,ICLEVEL,HIGHDEG,CONTROL,WOMENONLY,MENONLY,LOCALE,Tuition,Degree_Type,Ownership,Regions,Locales,Locale_Short
Everest College-Fort Worth South,450303,6,,0.7151,0.6105,,,3527.0,0.278757347,8500,,2,2,2,0.0,0.0,11.0,24773.0,Associates,Private non-profit,South West,City: Large,City
Geisinger-Lewistown Hospital School of Nursing,4175900,2,,0.2564,0.5385,0.48275862068965,,,,10167,,2,1,2,0.0,0.0,32.0,33439.0,Certificate,Private non-profit,Mid East,Town: Distant,Town
Moreno Valley College,4173500,8,,0.3222,0.0208,,,9710.0,,4500,,2,2,1,0.0,0.0,21.0,7252.0,Associates,Public,Far West,Suburb: Large,Suburb
Hair Design Institute at Fifth Avenue-New York,2105901,2,,0.5437,0.3232,,,,0.42948718,7551,,3,1,3,0.0,0.0,11.0,15700.0,Certificate,Private for-profit,Mid East,City: Large,City
Onondaga School of Therapeutic Massage-Rochester,4155301,2,,0.4167,0.5833,,,,PrivacySuppressed,8769,,3,1,3,0.0,0.0,12.0,22941.0,Certificate,Private for-profit,Mid East,City: Midsize,City
Norco College,4176100,8,,0.2612,0.0145,,,9744.0,,5250,,2,2,1,0.0,0.0,21.0,6029.0,Associates,Public,Far West,Suburb: Large,Suburb
Dorsey Business Schools-Saginaw,469208,3,,0.8937,0.942,,,,0.308641975,9500,,3,1,3,0.0,0.0,22.0,27583.0,Certificate,Private for-profit,Great Lakes,Suburb: Midsize,Suburb
Milan Institute of Cosmetology-La Quinta,2248210,8,,0.6464,0.6312,,,,0.313432836,7916,,3,1,3,0.0,0.0,21.0,15487.0,Certificate,Private for-profit,Far West,Suburb: Large,Suburb
Milan Institute-Nampa,3422303,7,,0.6111,0.6185,,,,0.347826087,8315,,3,1,3,0.0,0.0,22.0,20805.0,Certificate,Private for-profit,Rocky Mtns,Suburb: Midsize,Suburb
Milan Institute of Cosmetology-El Paso,2248211,6,,0.675,0.6544,,,,0.313432836,7916,,3,1,3,0.0,0.0,11.0,16244.0,Certificate,Private for-profit,South West,City: Large,City
Universal Technical Institute - Dallas Fort Worth,2362003,6,,0.4535,0.579,,,,0.564542936,12656,,2,1,3,0.0,0.0,12.0,19302.0,Certificate,Private for-profit,South West,City: Midsize,City
Finger Lakes School of Massage,4167601,2,,0.4328,0.6194,,,,PrivacySuppressed,7917,,3,1,3,0.0,0.0,21.0,20027.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Salter School of Nursing and Allied Health,466607,1,,0.5443,0.5074,,,,0.387928111,7917,,3,1,3,0.0,0.0,12.0,31800.0,Certificate,Private for-profit,New England,City: Midsize,City
Harris School of Business-Upper Darby Campus,2104003,2,,0.8103,0.5493,,,,0.306216931,7917,,3,1,3,0.0,0.0,21.0,18635.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Cortiva Institute-New Jersey,3766301,2,,0.8592,0.9296,,,,0.670588235,6861,,3,1,3,0.0,0.0,21.0,20637.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
ICPR Junior College-Manati,1194004,9,,0.9585,0.0,,,2007.0,PrivacySuppressed,PrivacySuppressed,,2,2,3,0.0,0.0,21.0,8471.0,Associates,Private for-profit,Outlying,Suburb: Large,Suburb
Ridley-Lowell Business & Technical Institute-Danbury,2112302,1,,0.5329999999999999,0.7157,,,,0.377723971,9500,,3,1,3,0.0,0.0,13.0,20839.0,Certificate,Private for-profit,New England,City: Small,City
Artistic Nails and Beauty Academy-Lakeland,3816301,5,,0.6622,0.4561,,,,0.233502538,6333,,3,1,3,0.0,0.0,13.0,11834.0,Certificate,Private for-profit,South East,City: Small,City
American Sentinel University,4127700,7,,0.0844,0.2063,,,7299.0,PrivacySuppressed,13055,,1,4,3,0.0,0.0,11.0,,Graduate,Private for-profit,Rocky Mtns,City: Large,City
Tribeca Flashpoint College,4195600,3,,0.3608,0.8949,0.893470790378,,6563.0,,11538,,1,2,3,0.0,0.0,11.0,32481.0,Associates,Private for-profit,Great Lakes,City: Large,City
Hawaii Medical College,4182200,8,,0.6474,0.8011,,,4167.0,PrivacySuppressed,7500,,2,1,3,0.0,0.0,11.0,,Certificate,Private for-profit,Far West,City: Large,City
Carolina College of Hair Design,4178100,5,,0.5579,0.0,,,,,,,3,1,3,0.0,0.0,13.0,9053.0,Certificate,Private for-profit,South East,City: Small,City
Virginia College-Baton Rouge,3010624,5,,0.873,0.5381,,,3359.0,0.294358375,11586,,2,2,3,0.0,0.0,12.0,19050.0,Associates,Private for-profit,South East,City: Midsize,City
Remington College-Heathrow Campus,3026510,5,,0.8353,0.7059,0.7964709461515,,,0.284936479,9500,,1,3,2,0.0,0.0,21.0,20123.0,Bachelors,Private non-profit,South East,Suburb: Large,Suburb
College of Massage Therapy,4168600,7,,0.7273,0.6591,0.54054054054054,,,PrivacySuppressed,PrivacySuppressed,,3,1,1,0.0,0.0,32.0,14517.0,Certificate,Public,Rocky Mtns,Town: Distant,Town
Miller-Motte College-Jacksonville,499205,5,,0.8875,0.7896,,,3405.0,0.381242387,10586,,2,2,3,0.0,0.0,13.0,21530.0,Associates,Private for-profit,South East,City: Small,City
Miller-Motte Technical College-Augusta,2614207,5,,0.5976,0.5929,,,3617.0,0.37487781,11455,,2,2,3,0.0,0.0,12.0,19607.0,Associates,Private for-profit,South East,City: Midsize,City
Miller-Motte Technical College-Conway,499204,5,,0.9146,0.8649,,,3622.0,0.381242387,10586,,2,2,3,0.0,0.0,22.0,19148.0,Associates,Private for-profit,South East,Suburb: Midsize,Suburb
Virginia College-Macon,3010623,5,,0.9091,0.5676,,,3078.0,0.294358375,11586,,2,2,3,0.0,0.0,12.0,19424.0,Associates,Private for-profit,South East,City: Midsize,City
Virginia College-Spartanburg,3010626,5,,0.8454,0.5246,,,3136.0,0.294358375,11586,,1,2,3,0.0,0.0,22.0,19468.0,Associates,Private for-profit,South East,Suburb: Midsize,Suburb
Aveda Institute-Portland,4171400,8,,0.4906,0.63,,,,PrivacySuppressed,9577.5,,2,1,3,0.0,0.0,11.0,16983.0,Certificate,Private for-profit,Far West,City: Large,City
Chamberlain College of Nursing-Virginia,638506,5,,0.4518,0.802,0.67361111111111,,6387.0,0.731261426,18750,,1,3,3,0.0,0.0,12.0,36371.0,Bachelors,Private for-profit,South East,City: Midsize,City
Stevens-Henager College,367406,7,,0.7943,0.7857,,,3500.0,0.464067278,9500,,1,3,2,0.0,0.0,12.0,22764.0,Bachelors,Private non-profit,Rocky Mtns,City: Midsize,City
Penrose Academy,4175300,6,,0.4053,0.5681,,,,PrivacySuppressed,6889,,3,1,3,0.0,0.0,11.0,14339.0,Certificate,Private for-profit,South West,City: Large,City
Virginia College-Richmond,3010625,5,,0.8246,0.5386,,,3327.0,0.294358375,11586,,2,2,3,0.0,0.0,21.0,18684.0,Associates,Private for-profit,South East,Suburb: Large,Suburb
Skin Institute,4174000,4,,0.3596,0.5439,,,,PrivacySuppressed,7190,,3,1,3,0.0,0.0,21.0,17780.0,Certificate,Private for-profit,Plains,Suburb: Large,Suburb
Beauty Academy of South Florida,4170300,5,,0.6734,0.4177,,,,,6667,,3,1,3,0.0,0.0,21.0,21224.0,Certificate,Private for-profit,South East,Suburb: Large,Suburb
Ogle School Hair Skin Nails-North Dallas,2230502,6,,0.6732,0.7047,,,,0.427098675,7254,,3,1,3,0.0,0.0,11.0,17289.0,Certificate,Private for-profit,South West,City: Large,City
The Salon Professional Academy-North Little Rock,4183400,5,,0.5047,0.5514,,,,,9500,,3,1,3,0.0,0.0,13.0,9524.0,Certificate,Private for-profit,South East,City: Small,City
The Salon Professional Academy-St Charles,4170600,4,,0.48,0.5760000000000001,,,,PrivacySuppressed,7804,,3,1,3,0.0,0.0,13.0,14647.0,Certificate,Private for-profit,Plains,City: Small,City
American College for Medical Careers,466610,5,,0.7708,0.7192,,,4722.0,0.387928111,7917,,1,3,3,0.0,0.0,21.0,28520.0,Bachelors,Private for-profit,South East,Suburb: Large,Suburb
Mildred Elley-New York Campus,2219503,2,,0.8644,0.9068,,,5690.0,0.316546763,9071,,2,2,3,0.0,0.0,11.0,16518.0,Associates,Private for-profit,Mid East,City: Large,City
National Paralegal College,4157400,6,,0.5578,0.659,,,7595.0,PrivacySuppressed,12782,,1,3,3,0.0,0.0,11.0,14487.0,Bachelors,Private for-profit,South West,City: Large,City
Carolina College of Biblical Studies,4154200,5,,0.5315,0.2432,,,,,10633.5,,1,3,2,0.0,0.0,12.0,14981.0,Bachelors,Private non-profit,South East,City: Midsize,City
Allstate Hairstyling & Barber College,2324400,3,,0.5538,0.0,,,,,PrivacySuppressed,,2,1,3,0.0,0.0,11.0,2451.0,Certificate,Private for-profit,Great Lakes,City: Large,City
Oxford Graduate School,3840300,5,,,,,,1800.0,,PrivacySuppressed,,1,4,2,0.0,0.0,41.0,,Graduate,Private non-profit,South East,Rural: Fringe,Rural
Jung Tao School of Classical Chinese Medicine,4073300,5,,,,,,,,PrivacySuppressed,,1,4,2,0.0,0.0,42.0,,Graduate,Private non-profit,South East,Rural: Distant,Rural
New York Film Academy,4118800,8,,0.2507,0.3199,,,2587.0,PrivacySuppressed,8750,,1,4,3,0.0,0.0,12.0,37300.0,Graduate,Private for-profit,Far West,City: Midsize,City
International College of Cosmetology,4145600,8,,0.2628,0.0,,,,,PrivacySuppressed,,3,1,3,0.0,0.0,11.0,,Certificate,Private for-profit,Far West,City: Large,City
Bella Capelli Academy,4151700,2,,0.3859,0.6045,,,,PrivacySuppressed,8017,,3,1,3,0.0,0.0,21.0,16139.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Institute of Medical Careers,4155100,2,,0.7917,0.7381,,,3307.0,,9500,,2,2,3,0.0,0.0,21.0,13579.0,Associates,Private for-profit,Mid East,Suburb: Large,Suburb
Toni & Guy Hairdressing Academy-Modesto,4156100,8,,0.6977,0.6434,,,,PrivacySuppressed,10950.5,,3,1,3,0.0,0.0,12.0,13586.0,Certificate,Private for-profit,Far West,City: Midsize,City
Georgia Christian University,4156500,5,,0.2727,0.1818,,,2552.0,,PrivacySuppressed,,1,4,2,0.0,0.0,21.0,19966.0,Graduate,Private non-profit,South East,Suburb: Large,Suburb
Flagler Technical Institute,4158300,5,,0.2017,0.0,,,,,PrivacySuppressed,,2,1,1,0.0,0.0,41.0,15958.0,Certificate,Public,South East,Rural: Fringe,Rural
Galaxy Medical College,4159600,8,,0.9286,0.3929,,,,,PrivacySuppressed,,3,1,3,0.0,0.0,11.0,8805.0,Certificate,Private for-profit,Far West,City: Large,City
American Medical Sciences Center,4159700,8,,0.7348,0.6364,,,,PrivacySuppressed,15430,,2,1,3,0.0,0.0,12.0,25976.0,Certificate,Private for-profit,Far West,City: Midsize,City
Mandalyn Academy,4161900,7,,0.5306,0.6122,,,,PrivacySuppressed,7563,,3,1,3,0.0,0.0,21.0,14007.0,Certificate,Private for-profit,Rocky Mtns,Suburb: Large,Suburb
Jose Maria Vargas University,4162000,5,,0.1181,0.1111,,,3103.0,,12350,,1,4,3,0.0,0.0,21.0,,Graduate,Private for-profit,South East,Suburb: Large,Suburb
Laird Institute of Spa Therapy,4162200,1,,0.4821,0.6429,,,,PrivacySuppressed,6333,,3,1,3,0.0,0.0,12.0,23495.0,Certificate,Private for-profit,New England,City: Midsize,City
D A Dorsey Technical College,4164600,5,,0.2683,0.0,,,,,PrivacySuppressed,,2,1,1,0.0,0.0,21.0,3648.0,Certificate,Public,South East,Suburb: Large,Suburb
Keweenaw Bay Ojibwa Community College,4164700,3,,0.7416,0.0,,,4148.0,,PrivacySuppressed,,2,2,1,0.0,0.0,43.0,5013.0,Associates,Public,Great Lakes,Rural: Remote,Rural
Meridian Institute of Surgical Assisting,4165000,5,,0.2291,0.3428,,,,,6840,,3,1,3,0.0,0.0,11.0,,Certificate,Private for-profit,South East,City: Large,City
Mauna Loa Helicopters,4165200,8,,0.0,0.1667,1.0,,,,PrivacySuppressed,,3,1,3,0.0,0.0,41.0,,Certificate,Private for-profit,Far West,Rural: Fringe,Rural
Acaydia School of Aesthetics,4165500,7,,0.5,0.4872,,,,PrivacySuppressed,6333,,3,1,3,0.0,0.0,12.0,14228.0,Certificate,Private for-profit,Rocky Mtns,City: Midsize,City
Manhattan Institute,4166000,2,,0.0359,0.0359,,,,PrivacySuppressed,6160,,3,1,3,0.0,0.0,11.0,,Certificate,Private for-profit,Mid East,City: Large,City
Cosmetic Arts Institute,4166900,5,,0.7429,0.7571,,,,PrivacySuppressed,13500,,3,1,3,0.0,0.0,32.0,19253.0,Certificate,Private for-profit,South East,Town: Distant,Town
Holistic Massage Training Institute,4168900,2,,0.6875,0.3333,,,,,6333,,3,1,3,0.0,0.0,11.0,,Certificate,Private for-profit,Mid East,City: Large,City
Diamonds Cosmetology College,4169100,6,,0.7,0.61,,,,PrivacySuppressed,7885,,3,1,3,0.0,0.0,13.0,11508.0,Certificate,Private for-profit,South West,City: Small,City
Northern Virginia School of Therapeutic Massage,4169400,5,,0.0575,0.3678,,,,,5542,,3,1,3,0.0,0.0,21.0,,Certificate,Private for-profit,South East,Suburb: Large,Suburb
Paul Mitchell the School-St Louis,4170700,4,,0.4686,0.604,,,,PrivacySuppressed,11308,,3,1,3,0.0,0.0,11.0,16083.0,Certificate,Private for-profit,Plains,City: Large,City
Advanced Training Institute,4171000,8,,0.7809999999999999,0.7851,,,,PrivacySuppressed,8867,,3,1,3,0.0,0.0,12.0,,Certificate,Private for-profit,Far West,City: Midsize,City
Cosmopolitan Beauty and Tech School,4171500,5,,0.8440000000000001,0.0688,,,,,3500,,3,1,3,0.0,0.0,21.0,6475.0,Certificate,Private for-profit,South East,Suburb: Large,Suburb
Shepherds Theological Seminary,4173000,5,,,,,,5354.0,,PrivacySuppressed,,1,4,2,0.0,0.0,21.0,,Graduate,Private non-profit,South East,Suburb: Large,Suburb
Taylor Andrews Academy of Hair Design-West Jordan,4173200,7,,0.4862,0.5688,,,,,10499,,3,1,3,0.0,0.0,21.0,11016.0,Certificate,Private for-profit,Rocky Mtns,Suburb: Large,Suburb
Santa Ana Beauty Academy,4173400,8,,0.3431,0.0,,,,,PrivacySuppressed,,3,1,3,0.0,0.0,11.0,9754.0,Certificate,Private for-profit,Far West,City: Large,City
Grace College of Divinity,4173700,5,,0.1304,0.1478,0.52777777777777,,,,9500,,1,3,2,0.0,0.0,12.0,3568.0,Bachelors,Private non-profit,South East,City: Midsize,City
Cosmetology College of Franklin County,4173900,4,,0.4194,0.2903,,,,,9000,,3,1,3,0.0,0.0,32.0,7739.0,Certificate,Private for-profit,Plains,Town: Distant,Town
Rochester School of Hair Design,4174400,4,,0.5965,0.5965,,,,,9500,,3,1,3,0.0,0.0,12.0,7893.0,Certificate,Private for-profit,Plains,City: Midsize,City
Aveda Institute-New Mexico,4174500,6,,0.3867,0.3689,,,,,10500.5,,3,1,3,0.0,0.0,11.0,12765.0,Certificate,Private for-profit,South West,City: Large,City
Nashville Barber and Style Academy,4174600,5,,0.8545,0.8,,,,,9500,,3,1,3,0.0,0.0,11.0,13579.0,Certificate,Private for-profit,South East,City: Large,City
American Trade School,4174800,4,,0.8291,0.8038,,,4742.0,PrivacySuppressed,11000,,2,2,3,0.0,0.0,21.0,14042.0,Associates,Private for-profit,Plains,Suburb: Large,Suburb
Estelle Skin Care and Spa Institute,4174900,3,,0.5385,0.4615,,,,PrivacySuppressed,6453,,3,1,3,0.0,0.0,13.0,12479.0,Certificate,Private for-profit,Great Lakes,City: Small,City
Paul Mitchell the School-Honolulu,4175100,8,,0.5882,0.5068,,,,,12000,,2,1,3,0.0,0.0,11.0,19099.0,Certificate,Private for-profit,Far West,City: Large,City
Elite Cosmetology School,4175400,8,,0.493,0.4085,,,,PrivacySuppressed,8780,,3,1,3,0.0,0.0,32.0,14635.0,Certificate,Private for-profit,Far West,Town: Distant,Town
American Technical Institute,4176000,9,,0.907,0.0,,,,,PrivacySuppressed,,3,1,3,0.0,0.0,21.0,4194.0,Certificate,Private for-profit,Outlying,Suburb: Large,Suburb
Bergin University of Canine Studies,4176300,8,,0.2791,0.4419,,,3082.0,,PrivacySuppressed,,1,4,2,0.0,0.0,21.0,,Graduate,Private non-profit,Far West,Suburb: Large,Suburb
Aveda Institute-Boise,4176700,7,,0.4713,0.4828,,,,PrivacySuppressed,9500,,2,1,3,0.0,0.0,12.0,16027.0,Certificate,Private for-profit,Rocky Mtns,City: Midsize,City
Pima Medical Institute-Aurora,4177100,7,,0.5944,0.6931,,,4270.0,,7600,,2,2,3,0.0,0.0,11.0,21137.0,Associates,Private for-profit,Rocky Mtns,City: Large,City
Real Barbers College,4177200,8,,0.6533,0.6489,,,,,9236,,3,1,3,0.0,0.0,11.0,13633.0,Certificate,Private for-profit,Far West,City: Large,City
Capilo School of Hair Design,4177400,1,,0.5187,0.5336,,,,PrivacySuppressed,6333,,3,1,3,0.0,0.0,32.0,13065.0,Certificate,Private for-profit,New England,Town: Distant,Town
Pure Aesthetics,4177500,6,,0.6,0.7231,,,,,6333,,3,1,3,0.0,0.0,11.0,12808.0,Certificate,Private for-profit,South West,City: Large,City
Lindsey Institute of Cosmetology,4177600,5,,0.4845,0.6186,,,,PrivacySuppressed,9500,,2,1,3,0.0,0.0,13.0,13067.0,Certificate,Private for-profit,South East,City: Small,City
The Salon Professional Academy-Iowa City,4177800,4,,0.4348,0.4493,,,,,12000,,2,1,3,0.0,0.0,13.0,9934.0,Certificate,Private for-profit,Plains,City: Small,City
Buckner Barber School,4177900,6,,0.85,0.0,,,,,PrivacySuppressed,,3,1,3,0.0,0.0,11.0,9445.0,Certificate,Private for-profit,South West,City: Large,City
Simmons College of Kentucky,4178000,5,,0.4215,0.0,,,1097.0,,PrivacySuppressed,,1,3,2,0.0,0.0,21.0,698.0,Bachelors,Private non-profit,South East,Suburb: Large,Suburb
Atelier Esthetique Institute of Esthetics,4178700,2,,0.4709,0.381,0.975,,,PrivacySuppressed,5846,,3,1,3,0.0,0.0,11.0,11548.0,Certificate,Private for-profit,Mid East,City: Large,City
Advanced College of Cosmetology,4179200,3,,0.6552,0.6552,,,,PrivacySuppressed,10875,,3,1,3,0.0,0.0,32.0,9761.0,Certificate,Private for-profit,Great Lakes,Town: Distant,Town
North American University,4179500,6,,0.3436,0.2915,,,5491.0,,8954,,1,4,2,0.0,0.0,21.0,12188.0,Graduate,Private non-profit,South West,Suburb: Large,Suburb
Entourage Institute of Beauty and Esthetics,4179600,4,,0.4295,0.4038,,,,,5500,,3,1,3,0.0,0.0,21.0,17544.0,Certificate,Private for-profit,Plains,Suburb: Large,Suburb
United Beauty College,4179700,7,,0.8077,0.0,,,,,PrivacySuppressed,,3,1,3,0.0,0.0,11.0,6636.0,Certificate,Private for-profit,Rocky Mtns,City: Large,City
Cinta Aveda Institute,4180000,8,,0.5835,0.6837,,,,PrivacySuppressed,9203.5,,2,1,3,0.0,0.0,11.0,21187.0,Certificate,Private for-profit,Far West,City: Large,City
Long Island Nail & Skin Care Institute,4180200,2,,0.316,0.336,,,,,6333,,3,1,3,0.0,0.0,21.0,13822.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Southern California Health Institute,4181200,8,,0.5398,0.557,,,,,9500,,3,1,3,0.0,0.0,11.0,18105.0,Certificate,Private for-profit,Far West,City: Large,City
Best Care College,4181400,2,,0.1519,0.1308,,,,,7172,,3,1,3,0.0,0.0,21.0,15665.0,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
First Class Cosmetology School,4182100,3,,0.8525,0.8607,,,,,12000,,2,1,3,0.0,0.0,13.0,19293.0,Certificate,Private for-profit,Great Lakes,City: Small,City
Millennia Atlantic University,4182500,5,,0.1579,0.2,,,,,PrivacySuppressed,,1,4,3,0.0,0.0,21.0,9782.0,Graduate,Private for-profit,South East,Suburb: Large,Suburb
Abcott Institute,4183300,3,,0.6966,0.6026,,,,,6439,,3,1,3,0.0,0.0,13.0,18300.0,Certificate,Private for-profit,Great Lakes,City: Small,City
The Salon Professional Academy-Kenosha,4183600,3,,0.4067,0.42,,,,PrivacySuppressed,9930.5,,2,1,3,0.0,0.0,22.0,14178.0,Certificate,Private for-profit,Great Lakes,Suburb: Midsize,Suburb
Paul Mitchell the School-Indianapolis,4184000,3,,0.4362,0.4815,,,,PrivacySuppressed,9833,,3,1,3,0.0,0.0,11.0,18181.0,Certificate,Private for-profit,Great Lakes,City: Large,City
Taylor Andrews Academy-St George,4184200,7,,0.5839,0.5776,,,,,7667,,3,1,3,0.0,0.0,13.0,11235.0,Certificate,Private for-profit,Rocky Mtns,City: Small,City
Protege Academy,4184700,3,,0.6429,0.6518,,,,PrivacySuppressed,9833,,3,1,3,0.0,0.0,21.0,12028.0,Certificate,Private for-profit,Great Lakes,Suburb: Large,Suburb
Colorado Academy of Veterinary Technology,4185000,7,,0.3867,0.5733,1.0,,6824.0,PrivacySuppressed,9688,,2,2,3,0.0,0.0,11.0,20449.0,Associates,Private for-profit,Rocky Mtns,City: Large,City
Northeast Technical Institute,4185100,1,,0.5712,0.5424,,,,,7600,,3,1,3,0.0,0.0,22.0,20353.0,Certificate,Private for-profit,New England,Suburb: Midsize,Suburb
Elite School of Cosmetology,4185900,3,,0.7805,0.6463,,,,,11726.5,,2,1,3,0.0,0.0,32.0,8900.0,Certificate,Private for-profit,Great Lakes,Town: Distant,Town
Paul Mitchell the School-Las Vegas,4186300,8,,0.5666,0.6126,,,,,12000,,2,1,3,0.0,0.0,11.0,14179.0,Certificate,Private for-profit,Far West,City: Large,City
The Salon Professional Academy-Kokomo,4186600,3,,0.637,0.4795,,,,,8100,,3,1,3,0.0,0.0,13.0,15105.0,Certificate,Private for-profit,Great Lakes,City: Small,City
Hair Academy,4187300,5,,0.95,0.0,,,,,,,3,1,3,0.0,0.0,12.0,11534.0,Certificate,Private for-profit,South East,City: Midsize,City
Florida Academy,4188300,5,,0.6604,0.6179,,,,,6906,,3,1,3,0.0,0.0,13.0,12860.0,Certificate,Private for-profit,South East,City: Small,City
Institute for Doctoral Studies in the Visual Arts,4188800,1,,,,,,7659.0,,PrivacySuppressed,,1,4,2,0.0,0.0,13.0,,Graduate,Private non-profit,New England,City: Small,City
State Career College,4189600,3,,0.5714,0.5974,,,,,9500,,3,1,3,0.0,0.0,21.0,17078.0,Certificate,Private for-profit,Great Lakes,Suburb: Large,Suburb
Academy for Salon Professionals,4189800,8,,0.3883,0.4951,,,,,6316.5,,3,1,3,0.0,0.0,11.0,7517.0,Certificate,Private for-profit,Far West,City: Large,City
Paul Mitchell the School-Spokane,4191900,8,,0.4817,0.4485,,,,,10556,,2,1,3,0.0,0.0,13.0,14087.0,Certificate,Private for-profit,Far West,City: Small,City
National Personal Training Institute of Colorado,4185400,7,,0.2937,0.373,,,,,6333,,3,1,3,0.0,0.0,12.0,18702.0,Certificate,Private for-profit,Rocky Mtns,City: Midsize,City
National Personal Training Institute of Colorado,4185401,7,,0.3544,0.481,,,,,6333,,3,1,3,0.0,0.0,11.0,21132.0,Certificate,Private for-profit,Rocky Mtns,City: Large,City
International College of Beauty Arts & Sciences,4186900,8,,0.6118,0.6118,,,,,6333,,3,1,3,0.0,0.0,11.0,13337.0,Certificate,Private for-profit,Far West,City: Large,City
The Salon Professional Academy-Shorewood,4189200,3,,0.4419,0.4535,,,,,10480.5,,3,1,3,0.0,0.0,21.0,14055.0,Certificate,Private for-profit,Great Lakes,Suburb: Large,Suburb
